,ID,Name,Sex,Height,Weight,Team,Year,Sport
78635,39913,Hassine Ghada,F,156.0,69.0,Tunisia,2012,Weightlifting
78637,39915,Ammaar Shabbir Ghadiyali,M,164.0,55.0,Tanzania,2012,Swimming
78639,39917,Farhad Ghaemi,M,197.0,73.0,Iran,2016,Volleyball
78644,39921,Madiea Ghafoor,F,169.0,55.0,Netherlands,2016,Athletics
78646,39923,Amir Ghafour,M,202.0,90.0,Iran,2016,Volleyball
78650,39927,Pezhman Ghalehnoei,M,190.0,96.0,Iran,2016,Athletics
78665,39939,Al-Hedi Al-Gharbi,M,169.0,70.0,Tunisia,2016,Sailing
78666,39940,Mahmoud Al-Gharbi,M,191.0,85.0,Tunisia,2012,Handball
78680,39949,Komeil Nemat Ghasemi,M,186.0,115.0,Iran,2012,Wrestling
78681,39949,Komeil Nemat Ghasemi,M,186.0,115.0,Iran,2016,Wrestling
78682,39950,Reza Ghasemi,M,182.0,69.0,Iran,2012,Athletics
78683,39950,Reza Ghasemi,M,182.0,69.0,Iran,2016,Athletics
78695,39958,Majed Al-Din Tarad Ghazal Al-Din,M,205.0,72.0,Syria,2012,Athletics
78696,39958,Majed Al-Din Tarad Ghazal Al-Din,M,205.0,72.0,Syria,2016,Athletics
78703,39964,Mannad Ghazi Ibrahim Shehata Zeid,M,186.0,70.0,Egypt,2012,Fencing
78708,39969,Weynay Ghebresilasie,M,182.0,62.0,Eritrea,2012,Athletics
78736,39981,Andrei Gheorghe,M,179.0,83.0,Guatemala,2012,Modern Pentathlon
78808,40004,Simona Cristina Gherman (Alexandru-),F,170.0,58.0,Romania,2012,Fencing
78810,40004,Simona Cristina Gherman (Alexandru-),F,170.0,58.0,Romania,2016,Fencing
78826,40015,Alexandru Andrei Ghiban,M,196.0,96.0,Romania,2012,Water Polo
78871,40037,Adel Gholami,M,195.0,88.0,Iran,2016,Volleyball
78889,40050,Soumyajit Ghosh,M,168.0,69.0,India,2012,Table Tennis
78890,40050,Soumyajit Ghosh,M,168.0,69.0,India,2016,Table Tennis
78899,40054,Habiba Al-Ghribi-Boudra,F,174.0,51.0,Tunisia,2012,Athletics
78900,40054,Habiba Al-Ghribi-Boudra,F,174.0,51.0,Tunisia,2016,Athletics
78904,40058,Mokhtar Ghyaza,M,205.0,106.0,Tunisia,2012,Basketball
78907,40060,Gi Seong-Yong,M,187.0,75.0,South Korea,2012,Football
78923,40071,Massimo Giacoppo,M,184.0,90.0,Italy,2012,Water Polo
78925,40073,Maria Clara Giai Pron,F,163.0,55.0,Italy,2012,Canoeing
78938,40079,Miranda Giambelli,F,169.0,78.0,Australia,2016,Judo
78956,40088,Lautaro Gianetti,M,184.0,79.0,Argentina,2016,Football
78974,40099,"Spyridon Khristos ""Spyros"" Giannaros",M,183.0,72.0,Greece,2016,Rowing
78977,40102,Simone Giannelli,M,198.0,92.0,Italy,2016,Volleyball
78987,40104,"Spyridon ""Spyros"" Gianniotis",M,185.0,78.0,Greece,2012,Swimming
78988,40104,"Spyridon ""Spyros"" Gianniotis",M,185.0,78.0,Greece,2016,Swimming
79005,40117,Stefano Giantorno,M,170.0,73.0,Brazil,2016,Rugby Sevens
79013,40122,Theodora Giareni,F,175.0,60.0,Greece,2012,Swimming
79014,40123,Willian Giaretton,M,193.0,73.0,Brazil,2016,Rowing
79025,40130,Khristina Giazitzidou,F,168.0,59.0,Greece,2012,Rowing
79029,40131,"Gilberto Amauri ""Giba"" de Godoy Filho",M,192.0,85.0,Brazil,2012,Volleyball
79031,40132,"Jacob Spiker ""Jake"" Gibb",M,201.0,95.0,United States-1,2012,Beach Volleyball
79032,40132,"Jacob Spiker ""Jake"" Gibb",M,201.0,95.0,United States-2,2016,Beach Volleyball
79046,40138,Craig Alexander Gibbons,M,178.0,84.0,Great Britain,2012,Swimming
79047,40139,Gemma Jeanette Gibbons,F,173.0,70.0,Great Britain,2012,Judo
79081,40158,Adam Gibson,M,190.0,95.0,Australia,2012,Basketball
79119,40175,Lisa Edwina Gibson,F,177.0,75.0,Great Britain,2012,Water Polo
79125,40180,"Robert Michael ""Rob"" Gibson",M,195.0,101.0,Canada,2012,Rowing
79126,40180,"Robert Michael ""Rob"" Gibson",M,195.0,101.0,Canada,2016,Rowing
79135,40185,"Thomas ""Tom"" Gibson",M,181.0,72.0,Australia,2012,Rowing
79137,40187,Ciara Gibson Byrne,F,167.0,59.0,Great Britain,2012,Water Polo
79149,40195,Talida-Teodora Gdoiu,F,170.0,50.0,Romania,2012,Rowing
79175,40203,ukasz Gierak,M,194.0,104.0,Poland,2016,Handball
79177,40205,Kristin Gierisch,F,178.0,61.0,Germany,2016,Athletics
79207,40222,Sophie Anna Giger,F,168.0,54.0,Switzerland,2016,Synchronized Swimming
79208,40223,Ryan Joseph Giggs (Wilson-),M,180.0,75.0,Great Britain,2012,Football
79212,40225,Elena Gigli,F,192.0,82.0,Italy,2012,Water Polo
79213,40226,Andreas Giglmayr,M,177.0,62.0,Austria,2012,Triathlon
79239,40238,Federico Gil,M,175.0,78.0,Argentina,2016,Shooting
79253,40243,Laura Gil Collado,F,191.0,78.0,Spain,2016,Basketball
79255,40245,Melisa Gil,F,160.0,65.0,Argentina,2016,Shooting
79258,40248,Tomas Aurelio Gil Martnez,M,165.0,60.0,Venezuela,2012,Cycling
79264,40252,Juan Ignacio Gilardi,M,186.0,91.0,Argentina,2016,Hockey
79269,40256,Marina Gilardoni,F,165.0,65.0,Switzerland,2014,Skeleton
79291,40269,Philippe Gilbert,M,179.0,72.0,Belgium,2012,Cycling
79293,40269,Philippe Gilbert,M,179.0,72.0,Belgium,2016,Cycling
79307,40278,Jarrod Gilchrist,M,189.0,90.0,Australia,2016,Water Polo
79308,40279,Kaleigh Gilchrist,F,176.0,77.0,United States,2016,Water Polo
79325,40282,Michael Gilday,M,175.0,73.0,Canada,2014,Short Track Speed Skating
79338,40290,Elliot Levi Giles,M,183.0,77.0,Great Britain,2016,Athletics
79394,40323,"Jackson ""Jacko"" Gill",M,189.0,118.0,New Zealand,2016,Athletics
79395,40324,Jagdish Gill,M,175.0,77.0,Canada,2016,Hockey
79418,40337,Jessica Gillarduzzi,F,170.0,70.0,Italy,2010,Bobsleigh
79425,40339,Bertrand Fabien Gille,M,187.0,98.0,France,2012,Handball
79435,40342,Guillaume Alain Gille,M,192.0,97.0,France,2012,Handball
79450,40352,Antoine Gillet,M,185.0,73.0,Belgium,2012,Athletics
79485,40369,Zo Gillings (-Brier),F,170.0,65.0,Great Britain,2010,Snowboarding
79486,40369,Zo Gillings (-Brier),F,170.0,65.0,Great Britain,2014,Snowboarding
79490,40371,Eric Gillis,M,172.0,58.0,Canada,2012,Athletics
79491,40371,Eric Gillis,M,172.0,58.0,Canada,2016,Athletics
79509,40383,Shara Gillow,F,175.0,58.0,Australia,2012,Cycling
79527,40391,Charlotte Gilmartin,F,163.0,63.0,Great Britain,2014,Short Track Speed Skating
79553,40403,Fabien Pierre Aurlien Dominique Gilot,M,193.0,85.0,France,2012,Swimming
79555,40403,Fabien Pierre Aurlien Dominique Gilot,M,193.0,85.0,France,2016,Swimming
79568,40413,Anastasiya Gimazetdinova,F,180.0,56.0,Uzbekistan,2010,Figure Skating
79578,40417,Isis Raymari Gimnez Surez,F,170.0,68.0,Venezuela,2016,Fencing
79600,40433,Xantal Gin Patsi,F,168.0,62.0,Spain,2016,Hockey
79616,40442,Maxime Gingras,M,180.0,77.0,Canada,2010,Freestyle Skiing
79626,40445,Marc Gini,M,183.0,81.0,Switzerland,2010,Alpine Skiing
79635,40449,Drew Cameron Ginn,M,195.0,85.0,Australia,2012,Rowing
79639,40451,"Emanuel David ""Manu"" Ginbili Maccari",M,198.0,91.0,Argentina,2012,Basketball
79640,40451,"Emanuel David ""Manu"" Ginbili Maccari",M,198.0,91.0,Argentina,2016,Basketball
79642,40453,Matthias Lukas Ginter,M,190.0,88.0,Germany,2016,Football
79651,40460,Simona Gioli,F,185.0,70.0,Italy,2012,Volleyball
79655,40462,Laura Giombini,F,185.0,75.0,Italy,2016,Beach Volleyball
79666,40466,Panagiotis Gionis,M,187.0,85.0,Greece,2012,Table Tennis
79667,40466,Panagiotis Gionis,M,187.0,85.0,Greece,2016,Table Tennis
79682,40473,Giuseppe Giordano,M,170.0,74.0,Italy,2012,Shooting
79683,40473,Giuseppe Giordano,M,170.0,74.0,Italy,2016,Shooting
79719,40480,Alex Giorgetti,M,187.0,78.0,Italy,2012,Water Polo
79728,40485,Eleonora Anna  Giorgi,F,162.0,52.0,Italy,2012,Athletics
79729,40485,Eleonora Anna  Giorgi,F,162.0,52.0,Italy,2016,Athletics
79755,40503,Andrea Giovannini,M,178.0,73.0,Italy,2014,Speed Skating
79764,40507,Guilherme Giovannoni,M,204.0,100.0,Brazil,2012,Basketball
79765,40507,Guilherme Giovannoni,M,204.0,100.0,Brazil,2016,Basketball
79772,40511,Andrea Giovi,M,183.0,80.0,Italy,2012,Volleyball
79782,40516,Gerard Nicolas Giraldo Villa,M,174.0,60.0,Colombia,2016,Athletics
79796,40517,Jorge Hugo Giraldo Lpez,M,163.0,60.0,Colombia,2012,Gymnastics
79804,40520,Santiago Giraldo Salazar,M,188.0,75.0,Colombia,2012,Tennis
79808,40521,"Arnie David Giralt Rivero, Jr.",M,182.0,72.0,Cuba,2012,Athletics
79814,40525,Christine Girard,F,160.0,63.0,Canada,2012,Weightlifting
79849,40536,Nomi Girardet,F,174.0,61.0,Switzerland,2016,Swimming
79852,40538,Vronique Girardet,F,160.0,51.0,France,2012,Shooting
79876,40549,Cameron Girdlestone,M,190.0,92.0,Australia,2016,Rowing
79877,40550,Zemgus Girgensons,M,187.0,90.0,Latvia,2014,Ice Hockey
79889,40557,Nikola Girke,F,178.0,65.0,Canada,2012,Sailing
79890,40557,Nikola Girke,F,178.0,65.0,Canada,2016,Sailing
79912,40567,Thomas Girod,M,181.0,80.0,France,2010,Luge
79932,40575,Romain Girouille,M,193.0,75.0,France,2012,Archery
79935,40577,Mathieu Giroux,M,177.0,80.0,Canada,2010,Speed Skating
79937,40577,Mathieu Giroux,M,177.0,80.0,Canada,2014,Speed Skating
79955,40585,Benjamin Gischard,M,162.0,62.0,Switzerland,2016,Gymnastics
79958,40586,Dominique Gisin,F,172.0,68.0,Switzerland,2010,Alpine Skiing
79959,40586,Dominique Gisin,F,172.0,68.0,Switzerland,2014,Alpine Skiing
79963,40587,Michelle Graldine Gisin,F,174.0,70.0,Switzerland,2014,Alpine Skiing
79978,40592,Joel Gisler,M,172.0,70.0,Switzerland,2014,Freestyle Skiing
80014,40610,Ramon Gittens,M,180.0,79.0,Barbados,2012,Athletics
80015,40610,Ramon Gittens,M,180.0,79.0,Barbados,2016,Athletics
80017,40611,Niccol Gitto,M,190.0,90.0,Italy,2012,Water Polo
80018,40611,Niccol Gitto,M,190.0,90.0,Italy,2016,Water Polo
80032,40615,Martin Giuffre,M,185.0,82.0,Canada,2016,Badminton
80034,40617,Odette Giuffrida,F,160.0,52.0,Italy,2016,Judo
80048,40626,Matteo Giupponi,M,185.0,61.0,Italy,2016,Athletics
80059,40631,Nicole Gius,F,159.0,57.0,Italy,2010,Alpine Skiing
80073,40641,Shakhram Dzhamshedovich Giyasov,M,174.0,69.0,Uzbekistan,2016,Boxing
80081,40647,Nora Gjakova,F,165.0,57.0,Kosovo,2016,Judo
80095,40652,Tord Asle Gjerdalen,M,182.0,74.0,Norway,2010,Cross Country Skiing
80097,40652,Tord Asle Gjerdalen,M,182.0,74.0,Norway,2014,Cross Country Skiing
80127,40666,Monique Gladding,F,162.0,57.0,Great Britain,2012,Diving
80128,40667,Dragana Gladovi,F,168.0,57.0,Serbia,2012,Taekwondo
80140,40671,Jasmin Glaesser,F,167.0,58.0,Canada,2012,Cycling
80141,40671,Jasmin Glaesser,F,167.0,58.0,Canada,2016,Cycling
80142,40672,Matthew Glaetzer,M,190.0,86.0,Australia,2012,Cycling
80143,40672,Matthew Glaetzer,M,190.0,86.0,Australia,2016,Cycling
80152,40673,Martina Glagow-Beck,F,158.0,48.0,Germany,2010,Biathlon
80159,40676,aneta Glanc,F,186.0,95.0,Poland,2012,Athletics
80160,40676,aneta Glanc,F,186.0,95.0,Poland,2016,Athletics
80171,40682,Jan-Philip Glania,M,194.0,90.0,Germany,2012,Swimming
80173,40682,Jan-Philip Glania,M,194.0,90.0,Germany,2016,Swimming
80178,40685,Lucy Glanville,F,157.0,58.0,Australia,2014,Biathlon
80216,40706,Anton Glasnovi,M,184.0,82.0,Croatia,2012,Shooting
80219,40707,Josip Glasnovi,M,178.0,82.0,Croatia,2016,Shooting
80220,40708,Nikita Glasnovic,F,175.0,57.0,Sweden,2016,Taekwondo
80221,40709,Alisha Rebecca Glass,F,183.0,72.0,United States,2016,Volleyball
80241,40724,Laura Glauser,F,178.0,65.0,France,2016,Handball
80245,40728,Konstantin Nikolayevich Glavatskikh,M,174.0,72.0,Russia,2014,Cross Country Skiing
80253,40733,Lga Glzere,F,170.0,60.0,Latvia,2010,Biathlon
80258,40736,Yekaterina Ivanovna Glazyrina,F,165.0,56.0,Russia,2014,Biathlon
80259,40737,"Elizabeth ""Liz"" Gleadle",F,185.0,79.0,Canada,2012,Athletics
80260,40737,"Elizabeth ""Liz"" Gleadle",F,185.0,79.0,Canada,2016,Athletics
80280,40745,"Timothy Patrick ""Tim"" Gleason",M,183.0,99.0,United States,2010,Ice Hockey
80281,40746,"Aleksandr ""Alek"" Glebov",M,180.0,84.0,Russia,2014,Alpine Skiing
80283,40747,Ilja Glebov,M,180.0,80.0,Estonia,2010,Figure Skating
80285,40748,Jelena Glebova,F,165.0,49.0,Estonia,2010,Figure Skating
80286,40748,Jelena Glebova,F,165.0,49.0,Estonia,2014,Figure Skating
80289,40751,Mark Gleghorne,M,180.0,82.0,Great Britain,2016,Hockey
80290,40752,Paul Gleghorne,M,187.0,82.0,Ireland,2016,Hockey
80350,40782,Robert Andrei Glin,M,185.0,72.0,Romania,2016,Swimming
80414,40813,Anastasia Gloushkov Leventhal,F,165.0,52.0,Israel,2012,Synchronized Swimming
80415,40813,Anastasia Gloushkov Leventhal,F,165.0,52.0,Israel,2016,Synchronized Swimming
80423,40818,Helen Rachel M. Glover,F,177.0,67.0,Great Britain,2012,Rowing
80424,40818,Helen Rachel M. Glover,F,177.0,67.0,Great Britain,2016,Rowing
80434,40827,Steven Lawrence Gluckstein,M,170.0,63.0,United States,2012,Trampolining
80448,40836,"Katherine ""Katie"" Glynn",F,174.0,78.0,New Zealand,2012,Hockey
80451,40838,Nadezhda Sergeyevna Glyzina-Fedotova,F,175.0,68.0,Russia,2012,Water Polo
80452,40838,Nadezhda Sergeyevna Glyzina-Fedotova,F,175.0,68.0,Russia,2016,Water Polo
80455,40839,Mads Glsner,M,191.0,81.0,Denmark,2012,Swimming
80457,40839,Mads Glsner,M,191.0,81.0,Denmark,2016,Swimming
80468,40848,Morgana Gmach,F,159.0,44.0,Brazil,2016,Rhythmic Gymnastics
80469,40849,Ines Al-Gmati,F,165.0,70.0,Tunisia,2016,Sailing
80473,40852,Jeanine Gmelin,F,170.0,72.0,Switzerland,2016,Rowing
80481,40856,Serge David Gnabry,M,173.0,74.0,Germany,2016,Football
80483,40858,Floriane Gnafoua,F,158.0,60.0,France,2016,Athletics
80486,40861,Jacob Gnahoui,M,167.0,60.0,Benin,2012,Judo
80496,40865,Mathieu Gnanligo Fousseni,M,180.0,70.0,Benin,2012,Athletics
80506,40869,Priscilla Gneto,F,164.0,52.0,France,2012,Judo
80507,40869,Priscilla Gneto,F,164.0,52.0,France,2016,Judo
80509,40871,Yekaterina Valeryevna Gnidenko,F,167.0,65.0,Russia,2012,Cycling
80533,40882,Go Gyeong-Su,M,182.0,78.0,South Korea,2012,Handball
80546,40891,Go Seong-Hyeon,M,182.0,85.0,South Korea-2,2012,Badminton
80547,40891,Go Seong-Hyeon,M,182.0,85.0,South Korea,2016,Badminton
80561,40901,Dimitri Goan,M,202.0,113.0,Romania,2012,Water Polo
80562,40902,Julien Gobaux,M,164.0,60.0,France,2016,Gymnastics
80570,40904,Tessa Gobbo,F,185.0,82.0,United States,2016,Rowing
80580,40911,Rudy Gobert-Bourgarel,M,215.0,113.0,France,2016,Basketball
80581,40912,Cline Sandrine Francine Goberville,F,156.0,53.0,France,2012,Shooting
80583,40912,Cline Sandrine Francine Goberville,F,156.0,53.0,France,2016,Shooting
80601,40922,Marcel Goc,M,184.0,91.0,Germany,2010,Ice Hockey
80618,40930,ivko Goci,M,193.0,93.0,Serbia,2012,Water Polo
80619,40930,ivko Goci,M,193.0,93.0,Serbia,2016,Water Polo
80637,40940,James Francis Goddard,M,183.0,82.0,Great Britain,2012,Swimming
80654,40948,Thibault Alexis Godefroy,M,185.0,98.0,France-2,2014,Bobsleigh
80657,40949,Jarosaw Godek,M,194.0,97.0,Poland,2012,Rowing
80661,40952,Daniel Godelli,M,168.0,69.0,Albania,2012,Weightlifting
80666,40954,Maartje Goderie,F,158.0,50.0,Netherlands,2012,Hockey
80685,40964,"Laurence Paul ""Larry"" Godfrey",M,178.0,83.0,Great Britain,2012,Archery
80695,40967,Elodie Godin,F,191.0,80.0,France,2012,Basketball
80718,40980,Kenny Godoy,M,165.0,60.0,Honduras,2012,Judo
80721,40983,Rosa Liliana Godoy,F,160.0,47.0,Argentina,2016,Athletics
80727,40989,"William ""Will"" Godward",M,189.0,95.0,Australia,2012,Shooting
80728,40989,"William ""Will"" Godward",M,189.0,95.0,Australia,2016,Shooting
80744,41001,Tom Richard Goegebuer,M,164.0,56.0,Belgium,2012,Weightlifting
80745,41001,Tom Richard Goegebuer,M,164.0,56.0,Belgium,2016,Weightlifting
80762,41011,"Nicholas ""Nick"" Goepper",M,183.0,73.0,United States,2014,Freestyle Skiing
80773,41015,Lena Goeling,F,171.0,56.0,Germany,2016,Football
80791,41024,Keesja Kaia Gofers,F,176.0,64.0,Australia,2016,Water Polo
80811,41034,David Goffin,M,180.0,69.0,Belgium,2012,Tennis
80812,41034,David Goffin,M,180.0,69.0,Belgium,2016,Tennis
80825,41039,Alan Kazbekovich Gogayev,M,170.0,66.0,Russia,2012,Wrestling
80856,41052,Maik'o Gogoladze,F,166.0,58.0,Georgia,2012,Athletics
80861,41056,Giorgi Gogshelidze,M,185.0,96.0,Georgia,2012,Wrestling
80863,41058,Goh Liu Ying,F,166.0,56.0,Malaysia,2012,Badminton
80864,41058,Goh Liu Ying,F,166.0,56.0,Malaysia,2016,Badminton
80866,41060,Goh V Shem,M,180.0,70.0,Malaysia,2016,Badminton
80867,41061,"Matthew ""Matt"" Gohdes",M,180.0,80.0,Australia,2012,Hockey
80868,41061,"Matthew ""Matt"" Gohdes",M,180.0,80.0,Australia,2016,Hockey
80870,41063,Andreas Gohl,M,189.0,88.0,Austria,2014,Freestyle Skiing
80885,41073,Adrin Eduardo Goide Arredondo,M,191.0,80.0,Cuba,2016,Volleyball
80889,41076,Apostolos Gointoulas,M,186.0,81.0,Greece,2012,Rowing
80890,41077,"Nikolaos ""Nikos"" Gointoulas",M,185.0,81.0,Greece,2012,Rowing
80914,41086,Vladimir Gojkovi,M,188.0,92.0,Montenegro,2012,Water Polo
80915,41087,Jakov Gojun,M,203.0,112.0,Croatia,2012,Handball
80916,41087,Jakov Gojun,M,203.0,112.0,Croatia,2016,Handball
80942,41104,"Grace Elizabeth ""Gracie"" Gold",F,165.0,54.0,United States,2014,Figure Skating
80944,41105,"Taylor Riley ""Ty"" Gold",M,175.0,68.0,United States,2014,Snowboarding
80950,41110,Jared Goldberg,M,183.0,84.0,United States,2014,Alpine Skiing
80967,41120,Anders Christian Golding,M,186.0,95.0,Denmark,2012,Shooting
81016,41135,Drew Goldsack,M,178.0,76.0,Canada,2010,Cross Country Skiing
81026,41142,Grant Goldschmidt,M,194.0,92.0,South Africa,2012,Beach Volleyball
81065,41161,Ilya Igoryevich Golendov,M,185.0,87.0,Kazakhstan,2016,Canoeing
81078,41170,Botjan Golii,M,183.0,89.0,Slovenia,2014,Ice Hockey
81081,41173,Angelina Romanovna Golikova,F,172.0,72.0,Russia,2014,Speed Skating
81096,41176,Johanna Goliszewski,F,172.0,64.0,Germany,2016,Badminton
81102,41181,Sara Goller (-Niedrig),F,180.0,69.0,Germany-1,2012,Beach Volleyball
81135,41194,Saa Golob,F,160.0,50.0,Slovenia,2012,Gymnastics
81141,41196,Kristian Golomeev,M,202.0,95.0,Greece,2012,Swimming
81142,41196,Kristian Golomeev,M,202.0,95.0,Greece,2016,Swimming
81183,41209,Luba Golovina,F,171.0,52.0,Georgia,2012,Trampolining
81184,41209,Luba Golovina,F,171.0,52.0,Georgia,2016,Trampolining
81188,41212,Olga Gennadyevna Golovkina,F,170.0,50.0,Russia,2012,Athletics
81205,41218,Franziska Goltz,F,168.0,68.0,Germany,2012,Sailing
81225,41227,Carolin Elisabeth Golubytskyi (Wutz-),F,167.0,57.0,Germany,2012,Fencing
81226,41227,Carolin Elisabeth Golubytskyi (Wutz-),F,167.0,57.0,Germany,2016,Fencing
81241,41234,Saleh Saleh Gomaa,M,175.0,72.0,Egypt,2012,Football
81248,41239,Adrian Gomboc,M,170.0,69.0,Slovenia,2016,Judo
81253,41243,Kroly Gombos,M,176.0,70.0,Hungary,2014,Biathlon
81270,41251,Beatriz Branquinho Gomes,F,169.0,63.0,Portugal,2012,Canoeing
81272,41252,Bernardo Oneto Gomes,M,188.0,90.0,Brazil,2016,Water Polo
81277,41254,"Ediegerson Funny ""Eddi"" Gomes d'Almeida",M,192.0,91.0,Denmark,2016,Football
81280,41256,Fbio Gomes da Silva,M,178.0,74.0,Brazil,2012,Athletics
81282,41258,Joo Luiz Gomes Jnior,M,190.0,89.0,Brazil,2016,Swimming
81290,41263,Julia Mailn Gomes Fantasia,F,165.0,60.0,Argentina,2016,Hockey
81308,41275,Alejandro Gmez Prez,M,184.0,77.0,Venezuela,2012,Swimming
81310,41277,Ana Sofa Gmez Porras,F,156.0,46.0,Guatemala,2012,Gymnastics
81314,41277,Ana Sofa Gmez Porras,F,156.0,46.0,Guatemala,2016,Gymnastics
81321,41280,Beatriz Gmez Corts,F,169.0,61.0,Spain,2012,Swimming
81330,41285,Daniel Gmez Tanamachi,M,178.0,78.0,Mexico,2012,Fencing
81331,41285,Daniel Gmez Tanamachi,M,178.0,78.0,Mexico,2016,Fencing
81345,41293,Fabin Gmez,M,173.0,80.0,Argentina,2016,Golf
81349,41296,Franklin Gmez Matos,M,177.0,65.0,Puerto Rico,2012,Wrestling
81350,41296,Franklin Gmez Matos,M,177.0,65.0,Puerto Rico,2016,Wrestling
81354,41300,Iaki Gomez Goroztieta,M,172.0,60.0,Canada,2012,Athletics
81355,41300,Iaki Gomez Goroztieta,M,172.0,60.0,Canada,2016,Athletics
81359,41302,Francisco Javier Gmez Noya,M,178.0,69.0,Spain,2012,Triathlon
81360,41303,Javier Gmez Fuertes,M,162.0,60.0,Spain,2012,Gymnastics
81375,41310,Jonathan David Gmez Noriega,M,178.0,78.0,Colombia,2016,Swimming
81384,41316,Jos Lus Gmez,M,173.0,63.0,Argentina,2016,Football
81393,41323,Laura Gmez Ropion,F,160.0,52.0,Spain,2016,Judo
81399,41328,Pedro Daniel Gmez Cruz,M,178.0,70.0,Mexico,2016,Athletics
81415,41337,Roxana Gmez Caldern,F,169.0,49.0,Cuba,2016,Athletics
81456,41354,milie Gomis,F,178.0,64.0,France,2012,Basketball
81459,41356,Kaftien Antoine Gomis,M,185.0,70.0,France,2016,Athletics
81461,41358,Sandra Gomis,F,165.0,53.0,France,2016,Athletics
81476,41370,Ana Cludia  da Costa Gonalves,F,182.0,79.0,Angola,2012,Basketball
81477,41371,Fbio Gonalves Silva,M,178.0,88.0,Brazil,2014,Bobsleigh
81483,41376,Paula Cristina de Arajo Gonalves,F,173.0,68.0,Brazil,2016,Tennis
81484,41377,Rita Ferro Gonalves,F,165.0,65.0,Portugal,2012,Sailing
81485,41378,Yohann Gonalves Goutt Gonalves,M,181.0,78.0,Timor Leste,2014,Alpine Skiing
81496,41381,Sergey Viktorovich Gonchar,M,188.0,93.0,Russia,2010,Ice Hockey
81497,41382,Yekaterina Gennadyevna Gonchar,F,167.0,64.0,Belarus,2012,Athletics
81498,41383,Angelina Pavlovna Goncharenko,F,177.0,71.0,Russia,2014,Ice Hockey
81509,41388,Vladimir Aleksandrovich Goncharov,M,167.0,59.0,Russia,2016,Shooting
81511,41389,Vladislav Olegovich Goncharov,M,173.0,66.0,Belarus,2016,Trampolining
81516,41393,Nataliya Olegovna Goncharova-Obmochayeva,F,194.0,75.0,Russia,2012,Volleyball
81517,41393,Nataliya Olegovna Goncharova-Obmochayeva,F,194.0,75.0,Russia,2016,Volleyball
81529,41395,Jozef Gnci,M,186.0,81.0,Slovakia,2012,Shooting
81551,41404,Shuichi Gonda,M,187.0,83.0,Japan,2012,Football
81554,41406,Flra Piroska Gondos,F,158.0,48.0,Hungary,2012,Diving
81588,41418,Gong Jinjie,F,165.0,65.0,China,2012,Cycling
81589,41418,Gong Jinjie,F,165.0,65.0,China,2016,Cycling
81592,41419,Gong Lei,M,185.0,88.0,China,2012,Sailing
81593,41419,Gong Lei,M,185.0,88.0,China,2016,Sailing
81595,41420,Gong Lijiao,F,175.0,105.0,China,2012,Athletics
81596,41420,Gong Lijiao,F,175.0,105.0,China,2016,Athletics
81600,41424,Gong Sang-Jeong,F,161.0,50.0,South Korea,2014,Short Track Speed Skating
81601,41425,Gong Xiangyu,F,186.0,72.0,China,2016,Volleyball
81606,41428,Carlos Gngora Mercado,M,181.0,78.0,Ecuador,2012,Boxing
81613,41431,Lungile Gongqa,M,162.0,53.0,South Africa,2016,Athletics
81632,41442,Nadine Gonska,F,168.0,58.0,Germany,2016,Athletics
81633,41443,Toader Andrei Gontaru,M,190.0,92.0,Romania,2016,Rowing
81640,41447,Nicole Gontier,F,165.0,59.0,Italy,2014,Biathlon
81654,41454,Jermaine Gonzales,M,185.0,82.0,Jamaica,2012,Athletics
81674,41467,Alexis Rubn Gonzlez,M,184.0,85.0,Argentina,2012,Volleyball
81675,41467,Alexis Rubn Gonzlez,M,184.0,85.0,Argentina,2016,Volleyball
81696,41476,Andy Gonzlez Nez,M,182.0,70.0,Cuba,2012,Athletics
81699,41478,Angie Sabrina Gonzlez Garca,F,160.0,57.0,Venezuela,2012,Cycling
81700,41478,Angie Sabrina Gonzlez Garca,F,160.0,57.0,Venezuela,2016,Cycling
81705,41483,Arturo Alfonso Gonzlez Gonzlez,M,173.0,64.0,Mexico,2016,Football
81707,41484,Asley Gonzlez Montero,M,179.0,90.0,Cuba,2012,Judo
81708,41484,Asley Gonzlez Montero,M,179.0,90.0,Cuba,2016,Judo
81727,41495,Demin Gonzlez,M,192.0,82.0,Argentina,2016,Volleyball
81728,41496,Diego Gonzlez Parro,M,180.0,72.0,Chile,2012,Sailing
81752,41510,Fabin Gonzlez Vidal,M,175.0,65.0,Spain,2012,Gymnastics
81761,41511,Mara Fernanda Gonzlez Ramrez,F,174.0,58.0,Mexico,2012,Swimming
81801,41530,Hugo Gonzlez de Oliveira,M,192.0,82.0,Spain,2016,Swimming
81821,41543,Joel Gonzlez Bonilla,M,185.0,68.0,Spain,2012,Taekwondo
81822,41543,Joel Gonzlez Bonilla,M,185.0,68.0,Spain,2016,Taekwondo
81872,41561,Jos Lus Gonzlez,M,206.0,97.0,Argentina,2016,Volleyball
81890,41575,Lara Gonzlez Ortega,F,184.0,74.0,Spain,2016,Handball
81891,41576,Laura Isabel Gonzlez Gonzlez,F,161.0,61.0,Colombia,2016,Rugby Sevens
81925,41597,Mara Guadalupe Gonzlez Romero,F,162.0,47.0,Mexico,2016,Athletics
81942,41607,Marta Gonzlez Crivillers,F,181.0,73.0,Spain,2016,Swimming
